Date,Open,High,Low,Close,Volume,Sector_Close,Order_Flow
2015-06-01,46.61645530233611,46.83292609660465,46.350025067454794,46.67473602294922,8712900,46.67473602294922,0
2015-06-02,46.516548090412165,46.96614499458642,46.39998663586212,46.76632308959961,6126800,46.76632308959961,0
2015-06-03,46.8828930305383,47.157644607946594,46.73302737883858,46.999454498291016,7917000,46.999454498291016,0
2015-06-04,46.75800521408044,46.89954641171507,46.399993166963384,46.47492599487305,10183400,46.47492599487305,0
2015-06-05,46.38333920184086,46.56650903512733,46.20849700246473,46.50822830200195,9071800,46.50822830200195,0
2015-06-08,46.43329340662945,46.508226228172454,46.15853866895122,46.166866302490234,6920500,46.166866302490234,0
2015-06-09,46.116906367457496,46.358356903930165,46.04197355186464,46.15853500366211,5631700,46.15853500366211,0
2015-06-10,46.32506346380393,46.74135627447947,46.27511035920261,46.61647033691406,7293500,46.61647033691406,0
2015-06-11,46.741343809811326,46.90786152488813,46.666410996829825,46.88288497924805,5256700,46.88288497924805,0
2015-06-12,46.63309650471561,46.76631001210185,46.48323408795907,46.60811996459961,7799300,46.60811996459961,0
2015-06-15,46.25845157908303,46.399989589743875,46.000348930390054,46.216819763183594,8872400,46.216819763183594,0
2015-06-16,46.15853701193165,46.333382373296395,46.066955278721494,46.25844955444336,7514400,46.25844955444336,0
2015-06-17,46.283421941359336,46.48324383235813,46.008667238243646,46.383331298828125,10321000,46.383331298828125,0
2015-06-18,46.27511493870601,47.01611570686986,46.27511493870601,46.8495979309082,9470300,46.8495979309082,0
2015-06-19,46.75586896050723,46.93157922335173,46.62199401855469,46.62199401855469,8899800,46.62199401855469,0
2015-06-22,46.88139038634539,47.02363435449171,46.80608550716944,46.906494140625,4913300,46.906494140625,0
2015-06-23,46.97342023733158,46.99852079454282,46.72240508972681,46.78934097290039,3837400,46.78934097290039,0
2015-06-24,46.68892230736796,46.76422714946976,46.34586762486641,46.3542366027832,5976600,46.3542366027832,0
2015-06-25,46.31241209626219,46.496491364117055,45.99446105957031,45.99446105957031,8323300,45.99446105957031,0
2015-06-26,46.1283216621657,46.22036126744454,45.97771197931484,46.07811737060547,6424800,46.07811737060547,0
2015-06-29,45.70997260296244,45.88568287589331,45.18283859233925,45.20793914794922,13132800,45.20793914794922,0
2015-06-30,45.65975753043572,45.65975753043572,45.15772738566372,45.2330322265625,12494900,45.2330322265625,0
2015-07-01,45.68487289092223,45.76854673673073,45.23304689087973,45.458961486816406,10981600,45.458961486816406,0
2015-07-02,45.58446208969344,45.61793162406808,45.291611643491535,45.375282287597656,10477800,45.375282287597656,0
2015-07-06,45.065698566743805,45.50079295253262,44.99039370782207,45.1995735168457,10782500,45.1995735168457,0
2015-07-07,45.13263555348465,45.59283369809488,44.72264490516183,45.56772994995117,16636000,45.56772994995117,0
2015-07-08,45.11590853036921,45.24978669857005,44.63897872756297,44.74775314331055,12608900,44.74775314331055,0
2015-07-09,45.19119972072046,45.40037950745035,44.85651397705078,44.85651397705078,8918200,44.85651397705078,0
2015-07-10,45.29997650253358,45.49242153349697,45.14936679276563,45.325077056884766,8348000,45.325077056884766,0
