Date,Open,High,Low,Close,Volume,Sector_Close,Order_Flow
2015-06-01,37.4970982244055,37.57379684770884,37.290016330116444,37.42040252685547,5992300,37.42040252685547,0
2015-06-02,37.31302557064473,37.405060988392556,37.136620208477744,37.32069396972656,4998200,37.32069396972656,0
2015-06-03,37.366726293654466,37.47410147311257,37.244011384880324,37.297698974609375,5892700,37.297698974609375,0
2015-06-04,37.228668451522154,37.320703893743286,36.9525591991048,37.02925491333008,7084800,37.02925491333008,0
2015-06-05,36.929545503552205,37.02158093190073,36.47703383602117,36.50004196166992,9482300,36.50004196166992,0
2015-06-08,36.47703466382574,36.61508927235827,36.40033603366679,36.484703063964844,10944000,36.484703063964844,0
2015-06-09,36.53072662602956,36.79916454941655,36.469367714538855,36.661109924316406,7096700,36.661109924316406,0
2015-06-10,36.7531389402224,37.09827544263233,36.7531389402224,37.02157974243164,7091600,37.02157974243164,0
2015-06-11,37.052260021328046,37.17497489984519,36.967892993768736,37.00624084472656,7469300,37.00624084472656,0
2015-06-12,36.914191706942134,36.94486822086271,36.73011799465667,36.860504150390625,6748800,36.860504150390625,0
2015-06-15,36.714790220767824,36.78381751961534,36.56906722353567,36.59207534790039,7632600,36.59207534790039,0
2015-06-16,36.69178082295082,37.013906255890404,36.63809325079422,36.99089813232422,5036400,36.99089813232422,0
2015-06-17,37.1059482176135,37.25167122398871,36.906534708096345,37.19031524658203,10508800,37.19031524658203,0
2015-06-18,37.30535579956028,37.75019903441641,37.27467635044883,37.60447311401367,8821000,37.60447311401367,0
2015-06-19,37.629161527588245,37.74492099930647,37.5519905090332,37.5519905090332,8908200,37.5519905090332,0
2015-06-22,37.760366659645605,37.852972497341774,37.66004195154097,37.69862747192383,4445900,37.69862747192383,0
2015-06-23,37.71406727511716,37.72178614655026,37.45940045167594,37.53657150268555,5107500,37.53657150268555,0
2015-06-24,37.52113581372952,37.58287500818231,37.366790771484375,37.366790771484375,6765100,37.366790771484375,0
2015-06-25,37.51339867551717,37.51339867551717,37.29731750488281,37.29731750488281,6443700,37.29731750488281,0
2015-06-26,37.3513457421503,37.505687786068926,37.30504136264324,37.37449645996094,4608000,37.37449645996094,0
