,1m,1w
PEP,-3.4887119513636518,0.561029060653337
PFF,0.76351153009582,0.61597524166203
PGNY,-5.910684642954193,2.872189559598757
PGY,55.93065778380534,11.918792667087857
PINC,12.53070854673065,-1.2931083385497673
PLTK,-9.677414684829186,4.157550330055817
PLUG,9.080459281875022,18.624998351559068
PLYA,0.2608036305002384,0.11160970082653905
PONY,89.98900074657276,-16.124330598447997
PPC,-11.173512107365063,-1.4403332551885197
PSEC,-7.884465916649498,-2.993385197950494
PSNY,3.36539299177731,-4.867252015929315
PTCT,-2.237162269368295,7.040856731386066
PTEN,-0.44326411275271416,-1.3181069481207044
PTON,3.41074220708616,-1.178918692056184
PYPL,7.290406012667762,-1.1336565335062307
QCOM,-0.12737583477011863,0.6113248650864979
QDEL,9.913634652769218,1.2094094348155713
QFIN,3.0709290122286017,-1.5595860875785605
QQQ,9.494145807233167,1.2863456043287937
QRVO,6.331247944151169,0.14139945154577452
QUBT,83.08606189374824,2.2369549676082574
QXO,27.961015738914575,1.4863258295832726
RDFN,6.361719533917009,3.4253583567859534
REG,-0.24937698034738584,1.2943136539754103
REGN,0.2346560649139569,0.4070953563784476
RELY,5.168150899014942,-6.156224479952891
RGTI,50.73393679665846,-3.53462949098217
RIOT,14.295578454863147,-7.438478669643469
RIVN,10.431919521615733,-5.18541682701103
RKLB,27.418997646757298,7.531375220541806
RNA,-3.0781041995316745,2.7101623054044706
ROIV,-3.657488768679234,2.330896930728983
ROKU,7.648865231076768,5.195643076414344
ROST,0.9784177052888939,-7.809523408636084
RPRX,-0.021447584408764514,0.8820793416855247
RUM,19.170985224039043,-0.43290003077767186
RUN,-0.07256368215736914,2.6080505177342914
RVMD,-4.333828513397022,-0.43813961929910444
RXRX,-20.538467706438922,7.162841903460319
RYAAY,17.049727838171393,1.5038989884174618
SABR,9.071736834163271,0.1938028910379008
SAIL,0.5244764183460264,0.05800596876218714
SATS,-10.320283550118896,-3.7708872876265245
SBLK,10.60718775414871,1.8968701362609863
SBRA,-0.9885704590543708,1.6676409881070287
SBUX,6.0127943598241895,0.3572649970252903
SDGR,-15.684739297879865,1.8378949557817787
SFM,-2.3684228372852707,3.202072410814092
SGRY,4.236894603654705,1.238932630843903
SHOO,19.571431477864586,0.1595569047238643
SHY,-0.38293828110339995,0.1257869085368517
SIRI,5.4424061501917915,1.2023565274071448
SLM,13.870627266337257,-2.1694006651743436
SMCI,30.509100435493302,0.6297204801791763
SMH,16.07346029443223,1.8396279139085185
SMMT,10.5306754552312,3.453625820096985
SMTC,13.9199951171875,-5.795190231145009
SNDK,18.685767318440135,0.7135318622487015
SNPS,0.8060786498626407,-8.097644125211776
SNY,-1.0231061791559162,-0.8188849823333235
SOFI,5.475615135169419,0.03790837452606398
SONO,14.603694478370699,5.973898240461318
SOUN,15.82239114382507,12.669108672035003
SOXX,13.925155903758737,1.7934398257138515
SPRY,9.305656162391413,5.165289093355255
SRAD,3.310252572238248,0.6959127874256246
SRPT,-38.57371651640387,-1.18587025938564
SRRK,-8.781523558334788,-1.4445129347796954
SSNC,6.263228446985243,1.818754791941387
SSRM,10.667286076920107,5.510750712606652
STGW,-12.813622981432063,2.205872629989209
STLD,-4.012804865495975,-4.145817354326376
STNE,-3.0583235586240747,0.813606900538826
STX,28.285844409630855,7.274115327345597
SWKS,9.474001250192664,0.0140538161478238
SWTX,0.8639341954000023,0.9293285085836459
SYM,35.72753020889357,-0.47570298401871286
TBLA,26.271181166839902,7.658955594333411
TCOM,9.188001067002935,5.4864104380510605
TEAM,-9.706103061221489,-1.0654130982028358
TECH,-3.9648290498340124,2.0181780160897675
TEM,6.135675357217213,-7.442529090849156
TER,9.072881858190126,2.968533436704553
TGTX,-22.19292209760915,3.417050559553894
TIGR,3.33332870945786,-3.781038951784873
TLT,-3.443943094927944,1.9689549365913372
TMC,46.764322103489604,7.17208519992894
TMUS,-3.6323147728497975,-1.1793088241443939
TNDM,26.88426514386672,3.585270314926926
TPG,3.9643008952920904,1.9578594085620182
TRIP,17.148596478636048,5.155011957370827
TRMB,15.151272944968419,1.0806602341498766
TROW,6.1151813659088505,-0.5240342487610714
TSCO,-2.9250559593203165,-1.0683769750893606
TSLA,28.55472295099006,6.359958332733045
TTD,40.34122299206126,1.2579006263432013
TTEK,13.995488452791719,0.2967345934644435
TTWO,-3.325908418493139,-0.19910488880109095
TVTX,-26.62181235153545,-2.7388494058943027
TWST,-26.41701271373305,0.13139437616626987
TXG,9.0084624464524,5.562065381633327
TXN,15.08278596023639,2.2085320344382415
TXRH,18.11881829896137,3.8679612234488134
UAL,14.792212075440322,3.9473684210526314
UNIT,-11.48374082233862,-1.0227289845135217
UPST,-2.6359797942345877,1.9943016132164586
UPWK,18.51711399432611,-3.914915549254693
URBN,36.94581366236965,-1.2703186952682644
VIAV,-13.657842204577744,0.49505033595773873
VKTX,-3.255976815837798,0.7212432969384887
VLY,1.8023223964636872,0.7479923727999781
VNET,-11.923688466590242,-8.429755583526498
VOD,6.30122701532582,-1.565464539375756
VRNA,5.91424696012506,5.010861049932281
VRNS,9.698876667828113,0.5025676193049468
VRTX,-12.406278990201791,2.8246917955224524
VSAT,-1.1866300422826457,-9.126984952949229
VTRS,5.045951083163447,4.057281001726743
WAY,4.68119925795565,1.8586363096659335
WB,13.765428624780506,-2.0722603399175035
WBA,1.9598919540056017,-0.4893180838205076
WBD,13.321796110812775,8.924604330907632
WDAY,-1.0857157804528061,-10.927338620937972
WDC,19.52804037282099,5.186595257942496
WEN,-11.400001525878906,-3.6956538324770722
WGS,4.158562218027672,3.4160038018927428
WIX,-10.448730233708977,-2.013039722173681
WMG,-13.098337468103068,1.5019497057539968
WOOF,23.220336668041412,-1.4905166911740286
WRD,63.0678072749042,4.991075387009177
WSC,8.757956935076118,-0.2555666169553618
WULF,33.63309181302323,-9.168709643722211
WYNN,14.849824338769068,1.1989839335414387
XEL,-1.89532729240654,0.2167338937482507
XENE,-22.879585088768103,-3.3781590501065932
XP,20.124221704039442,3.477793472214299
XRAY,17.87770272337832,3.37539327782969
ZION,5.922543748400373,0.553667251489446
ZM,2.8823840391572717,-2.796391102082638
ZS,11.730114070867788,-0.047468702040918805
