Date,Open,High,Low,Close,Volume,Sector_Close,Order_Flow
2015-09-18,36.40279769897461,36.803930820784686,36.25623101593903,36.40279769897461,10970800,36.40279769897461,0
2015-09-21,36.49535918914349,36.773063944649195,36.48764345158708,36.67278289794922,9770600,36.67278289794922,0
2015-09-22,36.302513106454,36.364224303915925,36.078803762433665,36.27165603637695,10674800,36.27165603637695,0
2015-09-23,36.26394326672843,36.395084353947354,36.14823365850369,36.333370208740234,6458500,36.333370208740234,0
2015-09-24,36.063374427168796,36.449078966496806,36.047945892472626,36.39508056640625,7740100,36.39508056640625,0
2015-09-25,36.603357847554626,36.99677514501676,36.48764531981715,36.62649917602539,12257300,36.62649917602539,0
2015-09-28,36.53393216964477,36.61107189564827,36.01708658880719,36.08651351928711,15816000,36.08651351928711,0
2015-09-29,36.18680707519957,36.202235613013755,35.85510086892612,36.07109451293945,15304100,36.07109451293945,0
2015-09-30,36.217661145949926,36.52622304855521,36.155946999813395,36.40279769897461,12715600,36.40279769897461,0
2015-10-01,36.425941975122036,36.51079745471353,36.13280566635843,36.40279769897461,13766200,36.40279769897461,0
2015-10-02,36.20221953362106,36.9196300385299,36.017080104774,36.90420150756836,13196700,36.90420150756836,0
2015-10-05,37.17420661757964,37.583055476232055,37.05849700839655,37.53676986694336,10515800,37.53676986694336,0
2015-10-06,37.459619750674506,37.59075785996016,37.26676751276622,37.282196044921875,9444000,37.282196044921875,0
2015-10-07,37.45961358718806,37.691035646062225,37.33618829294243,37.62160873413086,11944000,37.62160873413086,0
2015-10-08,37.567616706458004,38.08445929394561,37.49818978278293,38.06903076171875,12447100,38.06903076171875,0
2015-10-09,38.13847160862501,38.26961270908328,38.030474786302136,38.153900146484375,12459500,38.153900146484375,0
2015-10-12,38.16931781608999,38.3390287415272,38.13074795377023,38.254173278808594,5652600,38.254173278808594,0
2015-10-13,38.184746040539345,38.23874443588839,37.96875245914313,38.02275085449219,10162600,38.02275085449219,0
